SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy,PricePerBrick
28226,40314,1,Unikitty,Miscellaneous,2018,Dr. Fox Magnifying Machine ,,76,7.49,8.49,9.99,8.49,https://images.brickset.com/sets/images/40314-1.jpg,222,160,0.098552632
28444,70822,1,The Lego Movie 2: The Second Part,,2019,Unikitty's Sweetest Friends EVER!,3,76,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/70822-1.jpg,3233,717,0.118289474
26789,60163,1,City,Coast Guard,2017,Coast Guard Starter Set,3,76,8.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/60163-1.jpg,3130,727,0.118289474
28508,10903,1,Duplo,,2019,Fire Station,2,76,39.99,49.99,69.99,49.99,https://images.brickset.com/sets/images/10903-1.jpg,44,44,0.526184211
28082,PORG,1,Star Wars,Promotional,2018,Porg,,75,,,,,https://images.brickset.com/sets/images/PORG-1.jpg,188,436,0
26766,10732,1,Juniors,Cars 3,2017,Guido and Luigi's Pit Stop,2,75,7.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/10732-1.jpg,1204,184,0.106533333
26440,41144,1,Disney,Palace Pets,2017,Petite's Royal Stable,,75,8.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41144-1.jpg,526,194,0.119866667
28422,60218,1,City,Great Vehicles,2019,Desert Rally Racer,1,75,9.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/60218-1.jpg,1177,638,0.1332
26600,10853,1,Duplo,,2017,Abundant Wildlife Creative Building Set,,75,19.99,,,24.99,https://images.brickset.com/sets/images/10853-1.jpg,88,45,0.266533333
27165,30478,1,Seasonal,Christmas,2017,Jolly Santa,,74,,,,,https://images.brickset.com/sets/images/30478-1.jpg,2489,349,0
28950,30451,1,Marvel Super Heroes,Spider-Man,2019,Spider-Man's Mini Spider Crawler,1,73,,,,,https://images.brickset.com/sets/images/30451-1.jpg,747,700,0
27629,10750,1,Juniors,City,2018,Road Repair Truck,1,73,8.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/10750-1.jpg,1003,271,0.123150685
27418,70637,1,Ninjago,Spinjitzu Masters,2018,Cole - Spinjitzu Master,1,73,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70637-1.jpg,653,172,0.136849315
26781,10842,1,Duplo,Batman,2017,Batcave Challenge,4,73,44.99,49.99,59.99,49.99,https://images.brickset.com/sets/images/10842-1.jpg,204,107,0.61630137
29265,10906,1,Duplo,,2019,Tropical Island,3,73,54.99,59.99,69.99,59.99,https://images.brickset.com/sets/images/10906-1.jpg,15,68,0.753287671
26653,31055,1,Creator,,2017,Red Racer,,72,4.99,4.99,6.99,4.99,https://images.brickset.com/sets/images/31055-1.jpg,1933,225,0.069305556
27233,30427,1,The LEGO Ninjago Movie,Promotional,2017,Ice Tank,,71,,,,,https://images.brickset.com/sets/images/30427-1.jpg,2194,295,0
26422,31054,1,Creator,,2017,Blue Express ,,71,4.99,4.99,6.99,4.99,https://images.brickset.com/sets/images/31054-1.jpg,3262,415,0.07028169
27709,10864,1,Duplo,,2018,Large Playground Brick Box,2,71,39.99,49.99,64.99,44.99,https://images.brickset.com/sets/images/10864-1.jpg,124,66,0.563239437
28096,4000031,1,Jurassic World,Fallen Kingdom,2018,Exclusive T. rex,,70,,,,,https://images.brickset.com/sets/images/4000031-1.jpg,37,876,0
26925,30611,1,Star Wars,Promotional,2017,R2-D2,,70,,,,,https://images.brickset.com/sets/images/30611-1.jpg,6839,1990,0
29257,70681,1,Ninjago,Spinjitzu Slam,2019,Spinjitzu Slam - Lloyd,1,70,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/70681-1.jpg,114,198,0.128428571
27847,60191,1,City,Arctic,2018,Arctic Exploration Team,3,70,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/60191-1.jpg,3437,709,0.142714286
27708,10865,1,Duplo,,2018,Fun Creations,,70,19.99,29.99,39.99,24.99,https://images.brickset.com/sets/images/10865-1.jpg,84,34,0.285571429
26779,10844,1,Duplo,,2017,Minnie Mouse Bow-tique,2,70,39.99,39.99,44.99,39.99,https://images.brickset.com/sets/images/10844-1.jpg,164,64,0.571285714
27978,30525,1,Marvel Super Heroes,Avengers: Infinity War,2018,The Guardians' Ship,,69,3.99,,,3.49,https://images.brickset.com/sets/images/30525-1.jpg,3361,443,0.057826087
28939,10766,1,Toy Story,Toy Story 4,2019,Woody & RC,1,69,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/10766-1.jpg,903,604,0.130289855
27415,70634,1,Ninjago,Spinjitzu Masters,2018,Nya - Spinjitzu Master,1,69,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70634-1.jpg,578,178,0.144782609
27417,70636,1,Ninjago,Spinjitzu Masters,2018,Zane - Spinjitzu Master,1,69,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70636-1.jpg,693,189,0.144782609
27507,21138,1,Minecraft,Minifig-scale,2018,The Melon Farm,3,69,12.99,14.99,15.99,14.99,https://images.brickset.com/sets/images/21138-1.jpg,1137,432,0.18826087
26590,10835,1,Duplo,,2017,Family House,3,69,39.99,39.99,44.99,39.99,https://images.brickset.com/sets/images/10835-1.jpg,294,104,0.579565217
28947,30572,1,Creator,,2019,Race Car,,68,,,,,https://images.brickset.com/sets/images/30572-1.jpg,892,133,0
28952,30573,1,Creator,,2019,Santa,,68,,,,,https://images.brickset.com/sets/images/30573-1.jpg,69,505,0
26916,30521,1,The LEGO Batman Movie,Miscellaneous,2017,The Mini Batmobile,,68,,,,,https://images.brickset.com/sets/images/30521-1.jpg,2434,719,0
27681,30542,1,Creator,,2018,Cute Pug,,68,3.49,,,3.99,https://images.brickset.com/sets/images/30542-1.jpg,3738,401,0.051323529
28445,70841,1,The Lego Movie 2: The Second Part,,2019,Benny's Space Squad,5,68,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/70841-1.jpg,8678,1357,0.132205882
27416,70635,1,Ninjago,Spinjitzu Masters,2018,Jay - Spinjitzu Master,1,68,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70635-1.jpg,793,177,0.146911765
27627,10748,1,Juniors,Friends,2018,Emma's Pet Party,1,67,8.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/10748-1.jpg,397,111,0.134179104
26445,41181,1,Elves,,2017,Naida's Gondola & the Goblin Thief,2,67,8.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41181-1.jpg,1272,344,0.134179104
26768,10738,1,Juniors,Disney Princess,2017,Snow White's Forest Cottage,1,67,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/10738-1.jpg,1036,242,0.193880597
28081,30543,1,Creator,Seasonal,2018,Christmas Train,,66,,,,,https://images.brickset.com/sets/images/30543-1.jpg,2933,457,0
28550,30409,1,Friends,,2019,Emma's Bumper Cars,1,66,,,,,https://images.brickset.com/sets/images/30409-1.jpg,658,248,0
27297,5004934,1,Seasonal,Christmas,2017,Christmas Ornament,2,66,,,,,https://images.brickset.com/sets/images/5004934-1.jpg,1556,308,0
26559,10708,1,Classic,,2017,Green Creative Box,,66,4.99,4.99,6.99,4.99,https://images.brickset.com/sets/images/10708-1.jpg,2917,185,0.075606061
26471,70363,1,Nexo Knights,Battle Suits,2017,Battle Suit Macy,1,66,7.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70363-1.jpg,1504,334,0.121060606
28250,CBOX,1,Miscellaneous,,2018,Creativity Box,,65,,,,,https://images.brickset.com/sets/images/CBOX-1.jpg,25,28,0
27939,40287,1,Promotional,Monthly Mini Model Build,2018,Sleigh,,64,,,,,https://images.brickset.com/sets/images/40287-1.jpg,318,320,0
27900,4000028,1,Classic,,2018,House,,64,,,,,https://images.brickset.com/sets/images/4000028-1.jpg,267,383,0
29253,40325,1,Promotional,Monthly Mini Model Build,2019,Crane,,64,,,,,https://images.brickset.com/sets/images/40325-1.jpg,176,93,0
27232,30379,1,The LEGO Ninjago Movie,Promotional,2017,Quake Mech,,64,,,,,https://images.brickset.com/sets/images/30379-1.jpg,1408,345,0
26901,30449,1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,The Milano,,64,,,,,https://images.brickset.com/sets/images/30449-1.jpg,2831,757,0
28430,60212,1,City,Fire,2019,Barbecue Burn Out,2,64,7.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/60212-1.jpg,615,311,0.12484375
27024,71348,1,Dimensions,Fun Pack,2017,Hermione Granger,1,64,14.99,14.99,14.99,14.99,https://images.brickset.com/sets/images/71348-1.jpg,3285,740,0.23421875
26564,10737,1,Juniors,DC Comics Super Heroes,2017,Batman vs. Mr. Freeze,2,63,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/10737-1.jpg,1654,414,0.206190476
28602,30571,1,Creator,,2019,Pelican,,62,,3.99,,,https://images.brickset.com/sets/images/30571-1.jpg,2110,420,0
26453,41303,1,Friends,Dog Show,2017,Puppy Playground,,62,3.99,4.99,6.99,4.99,https://images.brickset.com/sets/images/41303-1.jpg,1076,229,0.064354839
26767,10733,1,Juniors,Cars 3,2017,Mater's Junkyard,1,62,7.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/10733-1.jpg,1528,200,0.128870968
28413,75223,1,Star Wars,MicroFighters,2019,Naboo Starfighter Microfighter,1,62,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/75223-1.jpg,2140,930,0.145
28410,75247,1,Star Wars,4 Plus,2019,Rebel A-wing Starfighter,2,62,11.99,14.99,19.99,14.99,https://images.brickset.com/sets/images/75247-1.jpg,961,718,0.193387097
28078,30547,1,Ninjago,Hunted,2018,Dragon Hunter,1,61,,,,,https://images.brickset.com/sets/images/30547-1.jpg,1177,343,0
28937,5005704,1,Star Wars,Product Collection,2018,Surprise Box,,61,,,,,https://images.brickset.com/sets/images/5005704-1.jpg,376,199,0
27593,ITBH,1,BrickHeadz,Promotional,2017,Nonnie - Inside Tour 2017 Edition,,61,,,,,https://images.brickset.com/sets/images/ITBH-1.jpg,20,494,0
27837,30532,1,Ninjago,Sons of Garmadon,2018,Turbo,1,61,3.99,,,3.49,https://images.brickset.com/sets/images/30532-1.jpg,1138,267,0.065409836
26439,41143,1,Disney,Palace Pets,2017,Berry's Kitchen,,61,4.99,5.99,7.99,6.99,https://images.brickset.com/sets/images/41143-1.jpg,670,191,0.081803279
27419,70633,1,Ninjago,Spinjitzu Masters,2018,Kai - Spinjitzu Master,1,61,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70633-1.jpg,880,174,0.163770492
26777,10841,1,Duplo,,2017,Fun Family Fair,4,61,39.99,39.99,44.99,44.99,https://images.brickset.com/sets/images/10841-1.jpg,99,61,0.65557377
28236,11917,1,Miscellaneous,,2018,Animal Atlas parts,,60,,,,,https://images.brickset.com/sets/images/11917-1.jpg,53,67,0
27916,ISBN1465470131,1,Books,Dorling Kindersley,2018,Animal Atlas,,60,,,,,https://images.brickset.com/sets/images/ISBN1465470131-1.jpg,120,87,0
29327,XWING,1,Star Wars,,2019,Mini X-Wing Fighter,,60,,,,,https://images.brickset.com/sets/images/XWING-1.jpg,18,154,0
27308,30428,1,The LEGO Ninjago Movie,Promotional,2017,Green Ninja Mech Dragon,,60,,,,,https://images.brickset.com/sets/images/30428-1.jpg,2955,394,0
26560,10709,1,Classic,,2017,Orange Creative Box,,60,4.99,4.99,6.99,4.99,https://images.brickset.com/sets/images/10709-1.jpg,2702,177,0.083166667
27677,30450,1,Marvel Super Heroes,Black Panther,2018,Royal Talon Fighter,,59,,,,,https://images.brickset.com/sets/images/30450-1.jpg,1579,527,0
26688,30522,1,The LEGO Batman Movie,Miscellaneous,2017,Batman in the Phantom Zone,1,59,3.99,,,3.49,https://images.brickset.com/sets/images/30522-1.jpg,4862,738,0.067627119
26765,10731,1,Juniors,Cars 3,2017,Cruz Ramirez Race Simulator,1,59,7.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/10731-1.jpg,1162,174,0.135423729
29061,76137,1,DC Comics Super Heroes,Batman,2019,Batman vs. The Riddler Robbery,2,59,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/76137-1.jpg,158,505,0.152372881
29305,40342,1,Ninjago,Secrets of the Forbidden Spinjitzu,2019,Ninjago Minifigure Pack,4,59,10.99,12.99,16.99,12.99,https://images.brickset.com/sets/images/40342-1.jpg,473,508,0.186271186
27706,10868,1,Duplo,,2018,Farm Pony Stable,2,59,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/10868-1.jpg,160,47,0.423559322
29359,10899,1,Duplo,Disney Princess,2019,Frozen Ice Castle,,59,44.99,49.99,59.99,49.99,https://images.brickset.com/sets/images/10899-1.jpg,5,66,0.762542373
27926,10874,1,Duplo,Trains,2018,Steam Train,2,59,54.99,59.99,79.99,59.99,https://images.brickset.com/sets/images/10874-1.jpg,352,101,0.932033898
27672,30357,1,City,Construction,2018,Road Worker,1,58,,,,,https://images.brickset.com/sets/images/30357-1.jpg,3074,720,0
29134,30461,1,Star Wars,Episode I,2019,Podracer,,58,,,,,https://images.brickset.com/sets/images/30461-1.jpg,1454,690,0
27020,40265,1,Friends,,2017,Tic-Tac-Toe,,58,,,,,https://images.brickset.com/sets/images/40265-1.jpg,1627,266,0
26630,71344,1,Dimensions,Fun Pack,2017,Excalibur Batman,1,57,14.99,14.99,14.99,14.99,https://images.brickset.com/sets/images/71344-1.jpg,3847,1100,0.262982456
26589,10834,1,Duplo,,2017,Pizzeria,3,57,24.99,29.99,29.99,29.99,https://images.brickset.com/sets/images/10834-1.jpg,327,83,0.438421053
29263,10889,1,Duplo,,2019,Mickey's Vacation House,,57,44.99,49.99,59.99,49.99,https://images.brickset.com/sets/images/10889-1.jpg,24,60,0.789298246
27753,30499,1,Promotional,,2018,Robot/Vehicle free builds,,56,,,,,https://images.brickset.com/sets/images/30499-1.jpg,970,124,0
28945,30533,1,Ninjago,Legacy,2019,Sam-X,,56,,,,,https://images.brickset.com/sets/images/30533-1.jpg,362,238,0
27351,40250,1,Promotional,Monthly Mini Model Build,2017,Train,,56,,,,,https://images.brickset.com/sets/images/40250-1.jpg,349,172,0
27008,3850017,1,Miscellaneous,Pick A Model,2017,Digger,,56,,,,,https://images.brickset.com/sets/images/3850017-1.jpg,75,69,0
27222,71287,1,Dimensions,Fun Pack,2017,Starfire,1,56,14.99,14.99,14.99,14.99,https://images.brickset.com/sets/images/71287-1.jpg,2181,645,0.267678571
27220,71343,1,Dimensions,Fun Pack,2017,Buttercup,1,56,14.99,14.99,14.99,7.49,https://images.brickset.com/sets/images/71343-1.jpg,2484,581,0.267678571
27223,71349,1,Dimensions,Fun Pack,2017,Beetlejuice,1,56,14.99,14.99,14.99,14.99,https://images.brickset.com/sets/images/71349-1.jpg,3290,972,0.267678571
26601,10855,1,Duplo,Disney Princess,2017,Cinderella's Magical Castle,2,56,29.99,34.99,39.99,34.99,https://images.brickset.com/sets/images/10855-1.jpg,107,69,0.535535714
27765,40276,1,Promotional,Monthly Mini Model Build,2018,Walrus,,55,,,,,https://images.brickset.com/sets/images/40276-1.jpg,393,193,0
28332,5005359,1,Miscellaneous,Minifigure frames,2018,Minifigure Collector Frame,1,55,,,,,https://images.brickset.com/sets/images/5005359-1.jpg,2573,221,0
26907,30496,1,Star Wars,Rogue One,2017,U-Wing Fighter,,55,,3.99,,,https://images.brickset.com/sets/images/30496-1.jpg,3154,759,0
26910,30546,1,DC Super Hero Girls,Promotional,2017,Krypto Saves the Day,,55,,,,4.99,https://images.brickset.com/sets/images/30546-1.jpg,1691,249,0
26558,10707,1,Classic,,2017,Red Creative Box,,55,4.99,4.99,6.99,3.49,https://images.brickset.com/sets/images/10707-1.jpg,2622,167,0.090727273
26629,71286,1,Dimensions,Fun Pack,2017,Michael Knight,1,55,14.99,14.99,14.99,14.99,https://images.brickset.com/sets/images/71286-1.jpg,3807,1016,0.272545455
27958,CANDYBOX,1,Promotional,LEGO brand stores,2018,Candy Box,,54,,,,,https://images.brickset.com/sets/images/CANDYBOX-1.jpg,89,90,0
28541,30535,1,Ninjago,Legacy,2019,Fire Flight,1,54,,,,,https://images.brickset.com/sets/images/30535-1.jpg,314,359,0
29140,40323,1,Promotional,Monthly Mini Model Build,2019,Viking Ship,,54,,,,,https://images.brickset.com/sets/images/40323-1.jpg,308,215,0
27298,30497,1,Star Wars,The Last Jedi,2017,First Order Heavy Assault Walker,,54,,,,,https://images.brickset.com/sets/images/30497-1.jpg,5208,539,0
26949,40242,1,Promotional,Monthly Mini Model Build,2017,Baby Chick,,54,,,,,https://images.brickset.com/sets/images/40242-1.jpg,496,195,0
27349,40248,1,Promotional,Monthly Mini Model Build,2017,Robot,,54,,,,,https://images.brickset.com/sets/images/40248-1.jpg,366,135,0
28477,60206,1,City,Sky Police,2019,Jet Patrol,2,54,7.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/60206-1.jpg,418,300,0.147962963
26905,30477,1,Creator,,2017,Chameleon,,53,,,,,https://images.brickset.com/sets/images/30477-1.jpg,1894,591,0
27236,5004933,1,Education,,2017,Build to Learn,,53,,,,,https://images.brickset.com/sets/images/5004933-1.jpg,886,61,0
26794,60156,1,City,Jungle,2017,Jungle Buggy,1,53,4.99,6.99,7.99,5.99,https://images.brickset.com/sets/images/60156-1.jpg,3314,636,0.094150943
28450,10895,1,Duplo,,2019,Emmet and Lucy's Visitors from the DUPLO Planet,2,53,24.99,29.99,34.99,29.99,https://images.brickset.com/sets/images/10895-1.jpg,335,166,0.471509434
29317,911948,1,Star Wars,Magazine Gift,2019,AT-M6,,52,,,,,https://images.brickset.com/sets/images/911948-1.jpg,298,149,0
26950,40243,1,Promotional,Monthly Mini Model Build,2017,Race Car,,52,,,,,https://images.brickset.com/sets/images/40243-1.jpg,405,166,0
27006,3850016,1,Miscellaneous,Pick A Model,2017,Beaver,,52,,,,,https://images.brickset.com/sets/images/3850016-1.jpg,34,71,0
28364,76133,1,Marvel Super Heroes,Spider-Man,2019,Spider-Man Car Chase,2,52,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/76133-1.jpg,943,543,0.172884615
27682,30552,1,Disney,The Little Mermaid,2018,Ariel's Underwater Symphony,1,51,,,,,https://images.brickset.com/sets/images/30552-1.jpg,943,369,0
27938,40286,1,Promotional,Monthly Mini Model Build,2018,Ice Dragon,,50,,,,,https://images.brickset.com/sets/images/40286-1.jpg,318,143,0
28289,853810,1,Seasonal,Christmas,2018,Train Holiday Ornament,,50,,,,,https://images.brickset.com/sets/images/853810-1.jpg,115,314,0
28151,5005239,1,Unikitty,Miscellaneous,2018,Castle Room,1,50,,,,,https://images.brickset.com/sets/images/5005239-1.jpg,578,204,0
26928,30352,1,City,Police,2017,Police Car,1,50,,,,,https://images.brickset.com/sets/images/30352-1.jpg,3066,337,0
27173,3850031,1,Miscellaneous,Pick A Model,2017,Puffin,,50,,,,,https://images.brickset.com/sets/images/3850031-1.jpg,101,78,0
27846,60190,1,City,Arctic,2018,Arctic Ice Glider,1,50,4.99,6.99,8.99,5.99,https://images.brickset.com/sets/images/60190-1.jpg,2436,543,0.0998
28301,853815,1,Seasonal,Christmas,2018,Gifts Holiday Ornament,,50,6.99,7.99,9.99,7.99,https://images.brickset.com/sets/images/853815-1.jpg,748,180,0.1398
28486,41360,1,Friends,,2019,Emma's Mobile Veterinary Clinic ,1,50,7.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/41360-1.jpg,271,123,0.1598
29078,70847,1,The Lego Movie 2: The Second Part,,2019,Good Morning Sparkle Babies!,,50,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/70847-1.jpg,203,971,0.1798
28237,30498,1,Star Wars,Solo,2018,Imperial AT-Hauler,,49,,,,,https://images.brickset.com/sets/images/30498-1.jpg,1289,467,0
28138,40315,1,Ninjago,Promotional,2018,Ninjago Board Game,,49,,,,,https://images.brickset.com/sets/images/40315-1.jpg,47,144,0
28599,30529,1,The Lego Movie 2: The Second Part,,2019,Mini Master-Building Emmet,1,49,,,,,https://images.brickset.com/sets/images/30529-1.jpg,2582,429,0
29164,30384,1,Star Wars,Episode V,2019,Snowspeeder,,49,,,,,https://images.brickset.com/sets/images/30384-1.jpg,2022,587,0
29537,COOLCAR,1,Miscellaneous,,2019,Cool Car,,49,,,,,https://images.brickset.com/sets/images/COOLCAR-1.jpg,6,18,0
26828,30523,1,The LEGO Batman Movie,Miscellaneous,2017,The Joker Battle Training,1,49,,,,,https://images.brickset.com/sets/images/30523-1.jpg,3513,898,0
27299,40245,1,Promotional,Monthly Mini Model Build,2017,Octopus,,49,,,,,https://images.brickset.com/sets/images/40245-1.jpg,444,198,0
28498,41158,1,Disney,Aladdin,2019,Jasmine's Petite Tower,1,49,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/41158-1.jpg,305,207,0.183469388
29303,40343,1,Marvel Super Heroes,Spider-Man: Far From Home,2019,Spider-Man and the Museum Break-In,3,49,12.99,14.99,18.99,14.99,https://images.brickset.com/sets/images/40343-1.jpg,1025,1212,0.265102041
27835,30359,1,City,Mountain Police,2018,Police Water Plane,1,48,,,,,https://images.brickset.com/sets/images/30359-1.jpg,1509,334,0
28038,30382,1,Jurassic World,Fallen Kingdom,2018,Baby Velociraptor Playpen,,48,,,,,https://images.brickset.com/sets/images/30382-1.jpg,4148,633,0
28031,40288,1,Star Wars,Promotional,2018,BB-8,,48,,,,,https://images.brickset.com/sets/images/40288-1.jpg,4777,1057,0
29136,30383,1,Star Wars,Episode I,2019,Naboo Starfighter,,48,,,,,https://images.brickset.com/sets/images/30383-1.jpg,1759,439,0
29103,40322,1,Promotional,Monthly Mini Model Build,2019,Caterpillar,,48,,,,,https://images.brickset.com/sets/images/40322-1.jpg,277,148,0
29307,ST,1,Stranger Things,,2019,Castle Byers,,48,,,,,https://images.brickset.com/sets/images/ST-1.jpg,188,322,0
26893,30378,1,Nexo Knights,Miscellaneous,2017,Shrunken Headquarters,1,48,,,,,https://images.brickset.com/sets/images/30378-1.jpg,920,366,0
27047,40175,1,City,Police,2017,City Police Mission Pack,1,48,,,,,https://images.brickset.com/sets/images/40175-1.jpg,567,886,0
27919,6182882,1,City,Police,2017,City Police Mission Pack,,48,,,,,https://images.brickset.com/sets/images/6182882-1.jpg,175,238,0
27278,70628,1,The LEGO Ninjago Movie,Miscellaneous,2017,Lloyd - Spinjitzu Master,1,48,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70628-1.jpg,807,204,0.208125
28989,853865,1,The Lego Movie 2: The Second Part,Miscellaneous,2019,TLM2 Accessory Set 2019,4,48,11.99,12.99,16.99,12.99,https://images.brickset.com/sets/images/853865-1.jpg,1779,802,0.249791667
29377,REDSOX2019,1,Promotional,Miscellaneous,2019,Wally,,47,,,,,https://images.brickset.com/sets/images/REDSOX2019-1.jpg,6,27,0
26930,30377,1,Nexo Knights,,2017,Motor Horse,1,47,,,,,https://images.brickset.com/sets/images/30377-1.jpg,826,404,0
26947,40240,1,Promotional,Monthly Mini Model Build,2017,Raccoon,,47,,,,,https://images.brickset.com/sets/images/40240-1.jpg,476,311,0
26419,60135,1,City,Police,2017,ATV Arrest,2,47,4.99,6.99,7.99,5.99,https://images.brickset.com/sets/images/60135-1.jpg,2437,543,0.106170213
27982,853777,1,Friends,Miscellaneous,2018,Mia's Exploration Pod,1,47,7.99,8.99,10.99,8.99,https://images.brickset.com/sets/images/853777-1.jpg,192,170,0.17
26764,10730,1,Juniors,Cars 3,2017,Lightning McQueen Speed Launcher,1,47,7.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/10730-1.jpg,1791,179,0.17
28074,30406,1,Unikitty,Miscellaneous,2018,Unikitty Roller Coaster Wagon,1,46,,,,,https://images.brickset.com/sets/images/30406-1.jpg,1334,297,0
27678,30530,1,Ninjago,Sons of Garmadon,2018,WU-CRU Target Training,2,46,,,,,https://images.brickset.com/sets/images/30530-1.jpg,1109,424,0
27296,5004394,1,The LEGO Ninjago Movie,Promotional,2017,Movie Maker,1,46,,,,,https://images.brickset.com/sets/images/5004394-1.jpg,343,234,0
28121,40311,1,Xtra,,2018,Traffic Lights,,46,2.99,3.99,,3.99,https://images.brickset.com/sets/images/40311-1.jpg,2224,671,0.065
28235,853744,1,DC Comics Super Heroes,,2018,Knightmare Batman Accessory Set ,3,46,10.99,12.99,15.99,12.99,https://images.brickset.com/sets/images/853744-1.jpg,1619,611,0.238913043
27039,71266,1,Dimensions,Fun Pack,2017,Chase McCain,1,46,14.99,14.99,14.99,14.99,https://images.brickset.com/sets/images/71266-1.jpg,2529,562,0.325869565
27930,40278,1,Promotional,Monthly Mini Model Build,2018,Lamb,,45,,,,,https://images.brickset.com/sets/images/40278-1.jpg,393,140,0
27901,4000029,1,Classic,,2018,Windmill,,45,,,,,https://images.brickset.com/sets/images/4000029-1.jpg,267,345,0
26946,40239,1,Promotional,Monthly Mini Model Build,2017,Narwhal,,45,,,,,https://images.brickset.com/sets/images/40239-1.jpg,480,317,0
27350,40249,1,Promotional,Monthly Mini Model Build,2017,St. Bernard Dog,,45,,,,,https://images.brickset.com/sets/images/40249-1.jpg,330,120,0
26452,41302,1,Friends,Dog Show,2017,Puppy Pampering,,45,3.99,4.99,6.99,4.99,https://images.brickset.com/sets/images/41302-1.jpg,1110,212,0.088666667
26454,41304,1,Friends,Dog Show,2017,Puppy Treats & Tricks,,45,3.99,4.99,6.99,4.99,https://images.brickset.com/sets/images/41304-1.jpg,1001,227,0.088666667
29302,40344,1,Miscellaneous,,2019,Summer Celebration Minifigure Pack,4,45,10.99,12.99,16.99,12.99,https://images.brickset.com/sets/images/40344-1.jpg,427,857,0.244222222
26774,10837,1,Duplo,,2017,Santa's Winter Holiday,3,45,24.99,29.99,29.99,29.99,https://images.brickset.com/sets/images/10837-1.jpg,467,118,0.555333333
27917,40277,1,Promotional,Monthly Mini Model Build,2018,Car and petrol pump,,44,,,,,https://images.brickset.com/sets/images/40277-1.jpg,358,140,0
27902,4000030,1,Classic,,2018,Truck,,44,,,,,https://images.brickset.com/sets/images/4000030-1.jpg,293,358,0
28597,30340,1,The Lego Movie 2: The Second Part,,2019,Emmet's 'Piece' Offering,1,44,,,,,https://images.brickset.com/sets/images/30340-1.jpg,2896,494,0
28601,30527,1,The Lego Movie 2: The Second Part,,2019,Lucy vs. Alien Invader,1,44,,,,,https://images.brickset.com/sets/images/30527-1.jpg,1976,592,0
26908,30351,1,City,Police,2017,Police Helicopter,1,44,,,,,https://images.brickset.com/sets/images/30351-1.jpg,2876,381,0
28493,41163,1,Disney,Tangled,2019,Rapunzel's Small Tower,1,44,8.99,9.99,13.99,9.99,https://images.brickset.com/sets/images/41163-1.jpg,224,152,0.204318182
29308,40345,1,City,Space,2019,Mars Exploration Minifigure Pack,4,44,10.99,12.99,16.99,12.99,https://images.brickset.com/sets/images/40345-1.jpg,648,1151,0.249772727
27671,30356,1,City,General,2018,Hot Dog Stand,1,43,,,,,https://images.brickset.com/sets/images/30356-1.jpg,5487,1567,0
28068,30360,1,City,Arctic,2018,Arctic Ice Saw,1,43,,,,,https://images.brickset.com/sets/images/30360-1.jpg,1639,528,0
27680,30540,1,Creator,,2018,Yellow Flyer,,43,,,,,https://images.brickset.com/sets/images/30540-1.jpg,531,347,0
27931,40279,1,Promotional,Monthly Mini Model Build,2018,Frog,,43,,,,,https://images.brickset.com/sets/images/40279-1.jpg,391,116,0
27933,40281,1,Promotional,Monthly Mini Model Build,2018,Surfer Dragon,,43,,,,,https://images.brickset.com/sets/images/40281-1.jpg,349,123,0
28938,30364,1,City,,2019,Popcorn Cart,1,43,,,,,https://images.brickset.com/sets/images/30364-1.jpg,3063,1368,0
